Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
NEUIhr neues Zuhause in Kattenturm,bremen,https://www.immobilienscout24.de/expose/129630665,Objekt-Nr.: 21177|Scout-ID: 129630665,"28277 Bremen / Kattenturm, Bremen",2021-09-09 16:38:08.562107,Reihenmittelhaus,,100  m²,166  m²,6,4,1,1 Garage,279.000 €,"2,5 zzgl. MWSt",1971,,Renovierungsbedürftig,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"182,9 kWh/(m²*a)",F,"Dieses Angebot könnte Ihr neues Zuhause werden:

Solides RMH mit allem, was eine Familie benötigt:

im Erdgeschoss:
- großes Wohnzimmer mit
- schönem Balkon (Südlage)
- großzügige Küche mit Einbauküche und Essplatz
- Gäste-WC

Obergeschoss
- mit drei Schlafzimmern sowie
- Vollbad mit Fenster

Dachgeschoss
- einem großen Schlafzimmer
-  sowie einem Raum als Stauraum

Keller
- vielPlatz im Nutzkeller
- Gartenzimmer mit heller Fensterfläche und 
- Zugang zum Garten

Eine eigene Garage rundet das Angebot ab. 
Haben Sie Fragen?
Isa Ungruh: 0176 83155607",,1 €,140  m²,,,,,,
NEUBeste Wohnlage in Findorff +++ gepflegtes Stadthaus,bremen,https://www.immobilienscout24.de/expose/129609233,Scout-ID: 129609233,"28215 Bremen, Regensburger Straße",2021-09-09 16:38:28.158577,Mehrfamilienhaus,3,158  m²,265  m²,8,4,2,,599.000 €,"6,5 % vom Kaufpreis",1927,,Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"Zweifamilienhaus mit 2 separaten Wohnungen
Vollkeller",nach Vereinbarung,,60  m²,,,,,,
NEUSoller Immobilien: Bungalow und Zweifamilienhaus mit schönem Garten mitten in Vegesack!,bremen,https://www.immobilienscout24.de/expose/129606773,Scout-ID: 129606773,"28757 Bremen, Vegesack (Ortsteil)",2021-09-09 16:38:42.674236,Einfamilienhaus (freistehend),1,200  m²,496  m²,"7,5",3,3,,350.000 €,"3,57 % des notariellen Kaufpreises",unbekannt,"zuletzt 
        
        
          
          
            2016",Renovierungsbedürftig,Normale Qualität,Etagenheizung,Gas,liegt zur Besichtigung vor,,,,"Objektbeschreibung und Ausstattung Zweifamilienhaus

Das gepflegte Zweifamilienhaus wurde um 1860 in Massivbauweise mit Putzfassade erstellt und liegt in einer beliebten Anliegerstraße nur unweit vom Vegesacker Hafen und der Fußgängerzone entfernt. Rückwärtig zum Haus befindet sich ein kleiner Hofgarten mit einem überdachten Fahrradabstellplatz.
Das Haus verfügt in der jetzigen Nutzung nicht über Kellerräumen für jede Partei, jedoch befindet sich eine größere Abseite in der Dachgeschosswohnung der als Kellerersatz dienen kann. Das Haus ist ferner mit Holzfenstern mit Isolierverglasung und Gasetagenheizungen (alle erneuert in 2016) sowie Stromzählern für jede Partei ausgestattet. Die Wasserabrechnung erfolgt über eine Hauptwasseruhr. Die Treppenhausreinigung (gemeinsamer Vorflur, Windfang) erfolgt in einem regelmäßigen Turnus durch die Mieter. 

Objektbeschreibung und Ausstattung Bungalow

Ursprünglich als Gartenhaus konzipiert wurde der Bungalow später als Wohnhaus um- und ausgebaut. Auf ca. 66 Quadratmetern ist ein sehr charmantes Einfamilienhaus entstanden. Drei gut geschnittene Zimmer, eine kleine aber praktische Diele, ein kleines Badezimmer mit Dusche, Waschbecken, WC und Fenster sowie eine Küche bieten Platz zum Wohnen und Wohlfühlen. Alle Räumlichkeiten sind tapeziert und/oder gestrichen. Es sind unterschiedliche Fußbodenbeläge wie Auslegeware, Laminat und Parkett verlegt. Das Badezimmer wurde durch die Eigentümer bereits in Teilen modernisiert. Es wurde eine ansprechende Fußbodenfliese im Holzdekor verlegt.   

Die große Terrasse zum Gartenbereich wurde später als Wintergarten umbaut und ist aus dem Wohnbereich zu begehen. Ein kleiner Kaminofen schafft in der Kalten Jahreszeit behagliche Wärme.

Eine Terrasse bietet einen schönen Blick in den Garten welcher über eine Treppe zu erreichen ist. Leicht romantisch und ruhig eingewachsen ist der Garten eine Oase mitten in Vegesack.

Der Bungalow nutzt im Zweifamilienhaus die Waschküche und weitere Kellerräume.",,,77  m²,Haus fertig gestellt,,470 €,,,
NEUGroßes 1-2 Familienhaus in Rekum für Handwerker,bremen,https://www.immobilienscout24.de/expose/129596654,Objekt-Nr.: 23072|Scout-ID: 129596654,"28777 Bremen, Rekum",2021-09-09 16:39:03.291439,Mehrfamilienhaus,,"216,69  m²",753  m²,7,4,2,1 Stellplatz,298.000 €,"3,57% des Kaufpreises",1960,,Renovierungsbedürftig,,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"264,6 kWh/(m²*a)",H,,,,,,,,,,
NEUAnlageobjekt in bester Lage,bremen,https://www.immobilienscout24.de/expose/129595988,Objekt-Nr.: K 66|Scout-ID: 129595988,"28203 Bremen / Östliche Vorstadt, Fesenfeld",2021-09-09 16:39:22.541830,Mehrfamilienhaus,4,"348,8  m²",195  m²,15,15,13,7 Garagen,1.550.000 €,Nein,1968,,Saniert,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,F,"Das von uns angebotene Anlageobjekt ist z.Zt. in 13 Mieteinheiten aufgeteilt.  Im Erdgeschoß und Obergeschoß befinden jeweils 5 Einzimmerapartments mit Wohnflächen von ca. 23 bis 28 m². Das Dachgeschoß verfügt über weitere 2 Einzimmerapartments mit Wohnflächen von ca. 23m² und eine 3 Zimmerwohnung, mit einer Wohnfläche von ca. 60m². Im Hochparterre bzw. Kellergeschoß befinden sich 3 Doppelgaragen u. 1 Einzelgarage, sowie je 1 Abstellraum pro Wohnung.",sofot,,"79,98  m²",,166 kWh/(m²*a),,,,
NEULEERSTEHENDES MEHRZWECK/MFH MIT POTENZIAL,bremen,https://www.immobilienscout24.de/expose/129587289,Objekt-Nr.: 197079|Scout-ID: 129587289,"28777 Bremen, Rönnebeck",2021-09-09 16:39:37.600244,Mehrfamilienhaus,,281  m²,1.223  m²,6,,,,480.000 €,5.95% inkl. MwSt.,,,,,,,,,,,"Schönes top modernisiertes, freistehendes Mehrfamilienhaus mit aktuell 2 Wohnungen und einer Lagerhalle mit Rolltor. Die Immobilie verfügt über 3 separate Garagen. Im großen Garten mit altem Baumbestand befindet sich ein gemauertes Gartenhaus mit Stromanschluss. Das Haus verfügt über eine ruhige Lage in zweiter Reihe und eine 1a Verkehrsanbindung sowohl für PKW als auch ÖPNV. Modernisierungen: 2002: neue Brennwert-Gasheizung, neue Heizkörper. 2005: neue Fenster mit Mehrfachverglasung, neue Haustüren, gedämmtes Sektional-Hallentor, neues Dach: Umbau von Flachdach auf Walmdach, Perimeter-/Wärmedämmung.

- 2 getrennte Wohnungen
- große Lagerhalle mit Rolltor
- gemauertes Gartenhaus mit Stromanschluss 
- Eichenparkett/Wärmedämmung/moderne Elektrik
- 3 gemauerte Garagen und ein Fahrrad-/Geräteschuppen
- Erweiterungsmöglichkeit für Wohnraumausbau für ca. 95qm
- und, und, und...

Der Eigentümer wurde aufgefordert, den Energieausweis vorzulegen.

Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!

Nichts Passendes gefunden? Über 1'500 weitere Angebote unter: www.betterhomes.de - der Immobilienfairmittler®

Selber eine Immobilie zu vermarkten?
Profitieren Sie von unserem Know-how: https://www.betterhomes.de/de/profitieren

Sie möchten eine Immobilie schätzen lassen?
Profitieren Sie jetzt von unserer Gratis-Schätzung, sofort und unverbindlich!
https://www.betterhomes.ch/de/knowledge/estimation",,,,,,,,,
NEU3 FAMILIENHAUS MIT GROßEM GARTEN,bremen,https://www.immobilienscout24.de/expose/129569839,Objekt-Nr.: 197038|Scout-ID: 129569839,"27574 Bremerhaven, Geestemünde",2021-09-09 16:39:51.853137,Mehrfamilienhaus,,200  m²,900  m²,8,,,,650.000 €,5.95% inkl. MwSt.,,,,,,,,,,,"Dieses schöne Mehrfamilienhaus mit 3 Wohneinheiten in ruhiger Lage könnte Ihre neue Rendite werden. Das Gebäude verfügt über 3 Etagen mit jeweils einer Wohnung. Die EG Wohnung stellt einen gepflegten großen Garten zur Verfügung. Im 1. Stock befindet sich eine Wohnung mit Balkon und Blick auf den Garten. Im Dachgeschoss findet sich die 3. Wohnung wieder. Außerdem gehören noch zwei Garagen zum Objekt. Das Dach, Fenster und Gasheizung wurden im Jahr 2007 erneuert.

- neuwertiges Dach, Fenster und Gasheizung in 2007
- Balkon und großer Garten
- zwei Garagen
- und, und, und....


Der Eigentümer wurde aufgefordert, den Energieausweis vorzulegen.

Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!

Nichts Passendes gefunden? Über 1'500 weitere Angebote unter: www.betterhomes.de - der Immobilienfairmittler®

Selber eine Immobilie zu vermarkten?
Profitieren Sie von unserem Know-how: https://www.betterhomes.de/de/profitieren

Sie möchten eine Immobilie schätzen lassen?
Profitieren Sie jetzt von unserer Gratis-Schätzung, sofort und unverbindlich!
https://www.betterhomes.ch/de/knowledge/estimation",,,,,,,,,
"NEUHochwertiges Reihenhaus in gepflegter, ruhiger Wohnsiedlung",bremen,https://www.immobilienscout24.de/expose/129535205,Scout-ID: 129535205,"28307 Bremen, Osterholz (Ortsteil)",2021-09-09 16:40:06.758994,Reihenmittelhaus,3,125  m²,164  m²,5,4,2,1 Garage,320.000 €,"6,5 % vom Kaufpreis",1982,,Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"Reihenmittelhaus mit 5 Zimmer, Terrasse und angrenzendem Garten
Keller
eine Garage
Erbpachtgrundstück",,,,,,1.200 €,,,
NEUATTRAKTIVES VOLL VERMIETES WOHN- UND GESCHÄFTSHAUS,bremen,https://www.immobilienscout24.de/expose/129516708,Objekt-Nr.: 196707|Scout-ID: 129516708,"27568 Bremerhaven, Lehe",2021-09-09 16:40:20.409350,Mehrfamilienhaus,,570  m²,407  m²,21,,,,750.000 €,5.95% inkl. MwSt.,,,,,,,,,,,"Hier zum Verkauf steht ein voll vermietetes Wohn- und Geschäftshaus. Das Objekt mit 6 Wohn- und 2 Gewerbeeinheiten, aufgeteilt über 3 Etagen verfügt über viel Potenzial. Im Erdgeschoss befinden sich 2 Gewerbeeinheiten von 69 m² und 91 m² Nutzfläche. Das komplette Objekt ist voll unterkellert und es verfügt über einen Dachboden mit einer Fläche von 180 m². Im Jahr 2001 erhielt das Objekt eine nachträgliche Außendämmung ebenso wurde die elektrische Leitungsanlage, Wasserversorgung und Kanalisation, Gasleitung, Eingangstür, Fenster und Türen, Sprechanlage und Dachkuppel nach und nach ausgetauscht. Außerdem wurden neue Dachflächenfenster eingebaut.

-Zentrumsnah
-voll vermietet 
-Vollkeller + Dachboden 
-jede Wohnung ausgestattet mit EBK
-Mieteinnahmen mit Potenzial nach oben
-und, und, und...

Der Eigentümer wurde aufgefordert, den Energieausweis vorzulegen.

Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!

Nichts Passendes gefunden? Über 1'500 weitere Angebote unter: www.betterhomes.de - der Immobilienfairmittler®

Selber eine Immobilie zu vermarkten?
Profitieren Sie von unserem Know-how: https://www.betterhomes.de/de/profitieren

Sie möchten eine Immobilie schätzen lassen?
Profitieren Sie jetzt von unserer Gratis-Schätzung, sofort und unverbindlich!
https://www.betterhomes.ch/de/knowledge/estimation",,,,,,,,,
"NEUHerrschaftliche Villa, HB-Nord, Einmalige Direkte Weserlage mit Zugang",bremen,https://www.immobilienscout24.de/expose/129506217,Objekt-Nr.: 812HB|Scout-ID: 129506217,"28777 Bremen, Rönnebeck",2021-09-09 16:40:34.625108,Einfamilienhaus (freistehend),,439  m²,3.480  m²,10,,,,950.000 €,siehe Provisionshinweis,,,,,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,,"Grundstück: ca. 2.750 m² Hinterland/Gartenland, 730 m² Vorderland, Bauland 

Aufteilung:

KG:		     Vollkeller, Tiefgarage, Sauna, Wellnessräume, Schwimmbad 
EG:                 
DG           4 Zimmer      
	 
           Wohn-/Nutzfl.: 439 m² /10 Zimmer
                     1 Garage, 4 Stellplätze 


Besonderheiten: Bj. 1973


Kaufpreis:  € 950.000,-",,,,,,,144 kWh/(m²*a),,
"NEUProvisionsfrei Mehrfamilienhaus mit Gewerbe in Bremen, Hemelingen",bremen,https://www.immobilienscout24.de/expose/129503529,Objekt-Nr.: 08e3952f-45fb-465b-947a-84501745519a|Scout-ID: 129503529,"28309 Bremen, Hemelingen (Ortsteil)",2021-09-09 16:40:48.406620,Mehrfamilienhaus,3,160  m²,150  m²,7,,2,,759.000 €,Nein,2008,"zuletzt 
        
        
          
          
            2015",Neuwertig,Gehobene Qualität,Fußbodenheizung,,,,,,"Das dreistöckige, freundliche und neuwertige Mehrfamilienhaus besticht durch eine gehobene Innenausstattung. Besteht aus 2 Wohnungen mit insgesamt sieben einladenden Zimmern zählt auch ein Komplett eingerichtetes Gastronomiebetrieb mit innen- und Außensitzplätzen zu dem Haus. Geheizt wird das im Jahr 2008 gebaute Objekt mit einer Fußbodenheizung.",,,100  m²,Haus fertig gestellt,,,,,
NEUBremen-Walle: Reihenhaus in bester Lage!,bremen,https://www.immobilienscout24.de/expose/129477497,Objekt-Nr.: WI 30754|Scout-ID: 129477497,"28217 Bremen, Utbremen",2021-09-09 16:41:03.069641,Reihenmittelhaus,,95  m²,125  m²,5,4,2,,320.000 €,3 % inkl. gesetzl. MwSt. nach Vertragsabschluss zu zahlen.,1957,,,Normale Qualität,,Öl,liegt vor,Bedarfsausweis,"275,9 kWh/(m²*a)",H,"Bremen - Walle: Reihenhaus mit Ausbaureserve in Utbremen

Das angebotene Objekt befindet sich in sehr zentraler Lage im Bremer Stadtteil Walle. Mittendrin und trotzdem ruhig, das ist hier gewährleistet.

Über den Vorgarten gelangt man in den Windfang, wo sich auch das Gäste WC befindet. Über den angrenzenden Flur hat man Zugang zum großen Wohnbereich, zum Treppenhaus, welches in die oberen Geschosse und den Keller führt. Hinzu kommt die Küche, worüber man auch den Garten mit der gemütlichen Terrasse erreicht.

Der Garten bietet verschiedene Entfaltungsmöglichkeiten. Direkt neben der Terrasse führt eine Treppe in den Keller. Im ersten Kellerraum sind die Anschlüsse für die Waschmaschine. Außerdem bietet der Keller viel Stauraum für Fahrräder, oder Gartengeräte. Des Weiteren sind hier die großen Öltanks für die Heizungsanlage untergebracht. (2 x 3.000 Liter).

Im ersten Obergeschoss befinden sich das Badezimmer, welches vor 4 Jahren renoviert wurde, 2 Schlafzimmer und aktuell noch eine weitere kleine Küche. Dieser Raum könnte selbstverständlich in ein weiteres Schlafzimmer umgestaltet werden.

Im Dachgeschoss befinden sich zwei Zimmer. Das eine wird aktuell als Abstellraum genutzt und bietet eine Ausbaureserve. Dieses könnte ebenfalls als Schlafzimmer genutzt werden. Somit hätte man insgesamt 5 Schlafzimmer (3 im EG, 2 im DG). Hinzu kommt der Spitzboden, welcher sich als Abstellfläche anbietet.

Die Informationen zum Objekt wurden uns vom Auftraggeber zur Verfügung gestellt. Für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben übernehmen wir keine Gewähr.

Provision: 3% inkl. gesetzl. MwSt. vom Käufer nach Vertragsabschluss zu zahlen. Ein identischer Vertrag wurde mit dem Auftraggeber abgeschlossen.

Der Energieausweis ist in Arbeit!",,,,,,,,,
NEUTop gepflegtes Reihenhaus in Oslebshausen - großer Garten!,bremen,https://www.immobilienscout24.de/expose/129429339,Scout-ID: 129429339,"28239 Bremen, Oslebshausen",2021-09-09 16:41:18.185405,Reihenmittelhaus,2,120  m²,200  m²,6,,1,,315.000 €,Nein,1930,"zuletzt 
        
        
          
          
            2021",Saniert,Gehobene Qualität,Gas-Heizung,"Gas, Strom",liegt vor,Bedarfsausweis,,,"Das in den 1930er Jahren in massiver Weise erbaute Reihenhaus wurde regelmäßig renoviert, modernisiert und befindet sich in einem sehr guten und überaus gepflegten Zustand. Es bietet einer Familie mit Kindern genügend Platz zum Leben, Wohnen und sich entfalten.

Die ca. 115 qm Wohnfläche stellen sich im Einzelnen wie folgt dar:

Sechs helle Zimmer, ein frisch modernisiertes Bad und zwei Gäste WC, eine neue großzügige Küche mit offenem Wohn- und Essbereich.

EG:
•	Venylboden im Eingangsbereich
•	Großzügiger Wohn- und Essbereich mit angeschlossener Küche und direktem Zugang zur Terrasse und dem nach Süd-Ost ausgerichteten Garten
•	modernisiertes Gäste WC

1.	OG:
•	Flurbereich
•	Neues Bad mit Fußbodenheizung und Balkon
•	Renoviertes separates WC
•	Helles Schlafzimmer
•	Großzügiges Büro / Kinderzimmer

2.	OG
•	Flurbereich
•	WC
•	Zwei Schlafzimmer mit Dachgauben
•	Kleines Büro mit Blick in den Garten

Keller:
•	Vollunterkellert mit Platz für Waschmaschine, Trockner & Werkstatt
•	Zugang zum Garten

Garten:
•	Großzügiger und liebevoll angelegter Garten
•	Teilweiser Obstbaumbewuchs
•	Gartenhütte mit Strom und fließend Wasser
•	Zugang zum Garten auch über die angrenzenden Seitenstraßen

Dachboden:
•	Der Spitzboden ist über eine Bodeneinschubtreppe zu erreichen und bietet weitere Nutzfläche.

Vom jetzigen Eigentümer wurden in den vergangenen Jahren folgende Erneuerungen durchgeführt:

•	neue Bodenbeläge im EG (Parkett), 1. und 2. OG Designbelag
•	neue, hochwertige Küche der Fa. Nolte
•	neues Gäste-WC im EG
•	neues Designerbad im 1.OG
•	Rollläden im EG (elektrisch) und 1. OG (manuell)
•	neue Eingangstür
•	hochwertige Fliegenschutzgitter
•	Steckdosen und Lichtschalter erneuert
•	Stromleitungen erneuert
•	neue Zimmertüren
•	Thermopanefenster (zweifach Verglasung)
•	Neue Heizung (2021)
•	Zwei Holzterrassen

Die Aufzählung ist nicht abschließend. Belege für die Renovierungen sind vorhanden.

Überzeugen Sie sich selbst von diesem großartigen Objekt, bei dem Sie als neuer Eigentümer direkt einziehen und sofort das neue Zuhause genießen können.

Ein aktueller Energieausweis ist vorhanden.

Verfügbar wird das Objekt voraussichtlich zum 01.11.2022 sein. Besichtigungen werden nur bei Vorlage eines Finanzierungsnachweises angeboten. Der Verkauf erfolgt privat, eine Maklercourtage fällt nicht an!

Lagebeschreibung:
Das Reihenhaus befindet sich im familienfreundlichen Stadtteil Oslebshausen. Ein Kindergarten, die Grundschule sowie weiterführende Schulen sind in fünf bis 15 Gehminuten erreichbar.
Auf der Oslebshauser- und Gröpelinger Heerstraße befinden sich zahlreiche Einzelhändler und Dienstleistungsbetriebe aller Art. Frische Produkte gibt es auf dem Wochenmarkt in der Oslebshauser Landstraße, der mittwochs und freitags stattfindet. Das Straßenbahndepot, die Waterfront, das Diako-Krankenhaus sowie sonstige Einrichtungen für den täglichen Bedarf sind fußläufig zu erreichen. Oslebshausen hat darüber hinaus einen eigenen Bahnhof. Alle 15 Minuten fährt eine Regionalbahn zum Bremer Hauptbahnhof. Die Fahrt dauert lediglich sieben Minuten. Eine Bushaltestelle in beiden Richtungen ist ebenfalls nur 3 Gehminuten vom Objekt entfernt.",01.11.2022,,,Haus fertig gestellt,,,,,
NEUGepflegtes Reihenhaus mit Garage in ruhiger Wohnlage,bremen,https://www.immobilienscout24.de/expose/129424740,Objekt-Nr.: 23289|Scout-ID: 129424740,"28759 Bremen, St. Magnus",2021-09-09 16:41:33.384355,Reihenmittelhaus,4,93  m²,346  m²,6,4,1,1 Stellplatz,248.000 €,"3,57% des Kaufpreises",1957,,,,Gas-Heizung,Erdgas schwer,liegt vor,Bedarfsausweis,"175,6 kWh/(m²*a)",F,,,,,,,,,,
NEUStilvolles Altbremer Haus in bester Lage von Bremen-Schwachhausen,bremen,https://www.immobilienscout24.de/expose/129422436,Objekt-Nr.: BOE7020|Scout-ID: 129422436,"28211 Bremen, Gete",2021-09-09 16:41:49.321847,Reihenmittelhaus,,295  m²,193  m²,8,4,2,,950.000 €,"3,57% des Kaufpreises inkl. MwSt.",1883,,Gepflegt,Normale Qualität,Gas-Heizung,,liegt vor,Bedarfsausweis,302 kWh/(m²*a),,"Die hier im Verkauf befindliche Immobilie befindet sich in bester Wohnlage in Bremen-Schwachhausen. Das Ursprungsbaujahr kann exakt mit 1883 angegeben werden. Durch den Charme des 19. Jahrhunderts besticht diese Immobilie mit viel Detailverliebtheit und Stil. Die alten Elemente erschließen sich in der gesamten Immobilie.  Die Wohn-und Nutzfläche kann mit ca. 295m² angegeben werden. 

Dieses Altbremer Haus ist wie folgt aufgeteilt:
Im Gartengeschoss waren / sind die Büroräume der Eigentümer untergebracht, welche sich perfekt in Wohnraum umwandeln lassen. Das Gartengeschoss bietet einen Ausgang zum nach Südwesten ausgerichteten Garten. Wir weisen darauf hin, dass das Gartengeschoss erhöhte Feuchtigkeitswerte aufweist. 

Im Hochparterre dieses Hauses finden Sie ebenfalls Büroräume vor. Die genaue Aufteilung entnehmen Sie bitte den beigefügten Grundrissen. Die alten Stuckverzierungen sowie die Details, wie die Schiebetür und alte Türen finden Sie hier wieder. Die lichte Raumhöhe beträgt hier ca. 3,5m. 
Angekommen in der ersten Etage betreten Sie hier die Wohnräume. Das Hauptschlafzimmer mit Ausgang zum Sonnenbalkon, das Badezimmer mit Tageslicht sowie ein weiteres Zimmer zu individueller Verwendung erstreckt sich über diese Etage. Außerdem ist hier der Hauswirtschaftsraum untergebracht. Hier war früher Küche. 
Ein weiteres Highlight ist das im Jahre 2002 komplett neu geschaffenen ausgebaute Dachgeschoss. Hier hat man die Zwischendecke entfernt und somit ein großartiges Raumgefühl geschaffen. Die maximale Deckenhöhe beträgt ca. 4,30m. Im Zuge dessen wurde das komplette Dach erneuert und gedämmt. Durch den Einbau von motorisieren Dachfenstern wurde eine optimale Belichtung geschaffen.  Weiterhin hat man hier eine Wohnküche integriert, welche sich zum Wohn/-Essbereich öffnet. 

Beheizt wird diese Immobilie über ein Gaszentralheizung aus dem Jahre 2013. Die Warmwassersteuerung wird über Durchlauferhitzer gewährleistet. 

Insgesamt ist zu sagen, dass es sich hier um ein charmantes Altbremer Haus in bester Lage handelt. Der neue Eigentümer sollte ein wenig Liebe und Arbeit investieren, um diesen Diamanten auf Hochglanz zu polieren. Hierbei ist die Sanierung des Kellerbereiches, das Aufarbeiten des Hochparterres, des ersten Obergeschosses und die Bäder sowie die Gartenpflege zu nennen. Lassen Sie sich diese seltene Gelegenheit nicht entgehen, ein Altbremer Haus in bester Lage mit optimaler Ausrichtung, zu erwerben. 

Bitte kontaktieren Sie uns unter Angabe Ihrer Daten inklusive Adressdaten, um von uns ein komplettes Exposé mit Anschrift zu erhalten. Sie können uns auch gern am Wochenende unter der 0170 209 14 21 kontaktieren. Wir freuen uns auf Ihre Nachricht.",,,,,,,,,
"NEUReserviert! Klein aber Fein - Reihenmittelhaus mit Garage und Garten, teilmodernisiert.",bremen,https://www.immobilienscout24.de/expose/129297126,Objekt-Nr.: 507|Scout-ID: 129297126,"28259 Bremen, Sodenmatt",2021-09-09 16:42:05.078857,Wohnimmobilie (sonstige),,125  m²,240  m²,5,3,2,2 Garagen,259.000 €,"3,57 % inkl. MwSt.",1969,"zuletzt 
        
        
          
          
            2006",,,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,,"Familienfreundlich und ruhig gelegen, Aspekte die für das angebotene Reihenmittelhaus direkt übertragbar sind. Während einzelne Bereiche wie Fenster, teilweise Fußböden, Gäste-WC bereits modernisiert wurden, besteht in weiteren Bereichen Renovierungsbedarf. Wer hier handwerklich begabt ist, wird das meiste selber machen können. Sprechen Sie uns an und überzeugen Sie sich bei einer Begehung selbst.
Infos unter 04471 - 186 903.",,,,,,,,,
Elegantes 3 Zimmer Reihenmittelhaus in kleiner Seitenstraße,bremen,https://www.immobilienscout24.de/expose/129254500,Objekt-Nr.: 5108#jM5Tv|Scout-ID: 129254500,"28309 Bremen, Sebaldsbrück",2021-09-09 16:42:19.296507,Reihenmittelhaus,2,81  m²,125  m²,3,2,1,1 Außenstellplatz,355.000 €,"2,975 % des Kaufpreises inkl. MwSt., jeweils vom Käufer und Verkäufer inkl. MwSt.",2013,,,Gehobene Qualität,,,liegt vor,Bedarfsausweis,"60,9 kWh/(m²*a)",,"Neuwertiges Reihenmittelhaus in Massivbauweise im schönen Bremer Osten in familienfreundlicher Seitenstraße.

Das Haus verfügt über zwei Etagen, im Erdgeschoß befindet sich die tolle, offene Einbauküche und das helle Wohnzimmer mit Zugang zu der Terrasse mit Gartenhaus und Markilux Markise. 

Im Obergeschoss befinden sich 2 Schlafzimmer, sowie das Badezimmer mit Dusche und Fenster. Der Fußboden im Bad verfügt über eine Fußbodenheizung. 

Das Haus wurde mit viel Liebe und Details eingerichtet und ist in einem top-gepflegtem Zustand. 

Alle Wände im Haus wurden in Q3 Qualität verspachtelt, im Wohnzimmer wurde Korkvinyl verlegt, an den Fenstern wurden Rolläden im ganzen Haus angebracht (im Erdgeschoss funktionieren diese elektrisch, im Obergeschoss mit Zugband), im Dachgeschoss wurde ein Abstellraum ausgebaut. 

Zum Haus gehört ein PKW-Außenstellplatz. 

Geheizt wird das Reihenhaus über ein Blockheizkraftwerk (WEG), die Grundstücke in dieser Reihenhaussiedlung sind nach WEG geteilt",Frühjahr 2022,,"6,8  m²",,,,,,
Architektenhaus auf traumhaftem Grundstück in ruhiger Lage,bremen,https://www.immobilienscout24.de/expose/129242013,Objekt-Nr.: 22793|Scout-ID: 129242013,"28777 Bremen, Rekum",2021-09-09 16:42:32.568550,Einfamilienhaus (freistehend),,166  m²,1.281  m²,4,3,2,1 Stellplatz,550.000 €,"3,57% des Kaufpreises",1979,,,,Wärmepumpe,Strom,liegt vor,Verbrauchsausweis,,A,,,,,,"39,4 kWh/(m²*a)",,,,
